roll_no,department,program,subject,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,debarred
UG/02/BCA/2022/047,cse,BCA,web-d,93.68,60.9,89.6,70.26,66.97,64.97,72.37,71.77,70.05,66.38,78.42,83.94,0
UG/02/BCA/2022/047,cse,BCA,dsa,73.31,86.71,72.4,76.3,74.29,85.92,78.78,62.26,69.49,68.39,76.2,85.31,0
UG/02/BCA/2022/048,cse,BCA,c,95.59,94.95,80.45,89.32,82.0,100.0,92.86,100.0,96.94,78.6,100.0,88.99,0
UG/02/BCA/2022/048,cse,BCA,math,93.68,100.0,91.77,91.07,90.84,85.56,82.38,94.78,98.24,87.29,96.62,90.13,0
UG/02/BCA/2022/048,cse,BCA,web-d,90.5,92.94,95.82,97.77,81.74,96.56,100.0,81.52,86.47,85.68,95.02,95.49,0
UG/02/BCA/2022/048,cse,BCA,dsa,89.87,100.0,81.57,89.8,100.0,91.03,98.6,100.0,100.0,99.26,91.58,82.84,0
UG/02/BCA/2022/049,cse,BCA,c,81.18,68.47,73.18,87.44,65.67,80.99,60.24,64.98,85.25,75.45,79.3,81.93,0
UG/02/BCA/2022/049,cse,BCA,math,81.11,70.66,76.79,59.88,77.18,81.71,62.53,69.45,68.52,69.93,78.33,80.81,0
UG/02/BCA/2022/049,cse,BCA,web-d,88.09,82.18,71.71,80.83,83.02,83.14,71.35,72.82,77.46,85.66,78.78,69.82,0
UG/02/BCA/2022/049,cse,BCA,dsa,89.72,89.22,71.08,85.9,83.47,80.42,86.04,57.91,68.66,70.0,63.68,74.18,0
UG/02/BCA/2022/050,cse,BCA,c,71.81,82.18,89.83,74.07,79.18,86.28,62.29,76.63,79.95,75.4,82.59,81.92,0
UG/02/BCA/2022/050,cse,BCA,math,73.27,83.1,64.98,66.23,71.55,77.11,70.74,85.86,89.42,71.61,83.64,71.16,0
UG/02/BCA/2022/050,cse,BCA,web-d,88.36,81.78,70.11,66.49,83.2,74.75,74.5,79.2,70.13,84.02,72.64,77.34,0
UG/02/BCA/2022/050,cse,BCA,dsa,63.7,71.37,72.37,74.26,79.6,83.11,86.07,78.7,80.87,78.6,71.46,78.54,0
UG/02/BCA/2022/051,cse,BCA,c,84.99,70.67,92.51,67.38,78.45,77.22,69.97,90.43,85.14,69.37,80.29,75.05,0
UG/02/BCA/2022/051,cse,BCA,math,80.97,74.9,84.24,67.83,65.61,87.12,64.73,83.88,66.82,67.51,68.36,80.19,0
UG/02/BCA/2022/051,cse,BCA,web-d,85.61,74.98,76.21,76.0,74.73,81.42,82.11,66.35,75.3,76.05,68.38,69.42,0
UG/02/BCA/2022/051,cse,BCA,dsa,79.11,66.36,59.46,80.46,74.82,82.15,83.11,68.01,73.24,75.69,76.19,77.05,0
UG/02/BCA/2022/052,cse,BCA,c,91.81,87.8,90.57,97.4,97.8,98.52,86.35,87.37,98.74,85.63,98.64,98.24,0
UG/02/BCA/2022/052,cse,BCA,math,93.97,91.09,93.71,94.57,86.74,87.4,97.87,84.29,84.38,88.51,96.26,82.28,0
UG/02/BCA/2022/052,cse,BCA,web-d,95.05,98.84,92.22,89.88,86.0,82.79,99.73,83.83,92.29,92.89,98.22,78.92,0
UG/02/BCA/2022/052,cse,BCA,dsa,94.55,95.59,98.32,100.0,100.0,87.28,94.99,84.49,89.52,93.15,98.42,91.75,0
UG/02/BCA/2022/053,cse,BCA,c,69.28,73.82,79.65,77.79,68.79,80.2,77.62,79.21,75.5,62.92,63.52,67.42,1
UG/02/BCA/2022/053,cse,BCA,math,69.67,69.83,68.78,75.61,66.93,67.61,82.04,75.78,73.55,76.95,73.48,83.52,1
UG/02/BCA/2022/053,cse,BCA,web-d,74.26,71.43,68.88,74.8,73.46,67.47,64.82,81.38,56.87,71.75,65.6,67.38,1
UG/02/BCA/2022/053,cse,BCA,dsa,72.74,75.8,64.96,81.97,79.3,63.57,73.68,71.32,78.71,72.15,70.29,83.36,1
UG/02/BCA/2022/054,cse,BCA,c,79.43,96.43,64.36,67.22,61.66,66.98,68.1,79.08,66.21,73.75,70.57,90.12,0
UG/02/BCA/2022/054,cse,BCA,math,84.62,84.18,67.92,77.93,65.8,65.0,78.19,68.63,84.71,89.45,59.94,81.94,0
UG/02/BCA/2022/054,cse,BCA,web-d,81.63,69.98,70.02,61.92,77.55,75.41,83.56,92.47,75.61,82.22,75.98,78.49,0
UG/02/BCA/2022/054,cse,BCA,dsa,76.28,74.22,76.49,79.5,79.37,82.54,69.19,72.93,79.92,66.78,62.18,75.67,0
UG/02/BCA/2022/055,cse,BCA,c,72.61,82.52,81.54,72.62,78.85,75.43,84.13,83.82,82.59,75.85,76.4,74.92,1
UG/02/BCA/2022/055,cse,BCA,math,87.56,79.88,58.75,63.5,81.35,78.65,79.13,79.52,69.68,86.55,71.8,62.64,1
UG/02/BCA/2022/055,cse,BCA,web-d,69.9,77.08,76.33,67.81,79.34,71.67,75.69,72.6,67.42,82.87,87.23,71.33,1
UG/02/BCA/2022/055,cse,BCA,dsa,81.89,77.53,62.97,64.77,75.73,57.31,64.02,59.55,73.44,70.84,69.79,70.01,1
UG/02/BCA/2022/056,cse,BCA,c,46.27,34.33,52.44,33.97,61.57,37.84,56.41,47.2,60.18,48.87,58.25,55.84,1
UG/02/BCA/2022/056,cse,BCA,math,61.32,48.45,44.48,47.41,41.59,54.35,56.36,58.46,59.68,47.75,49.32,53.37,1
UG/02/BCA/2022/056,cse,BCA,web-d,47.39,45.76,43.25,58.28,50.76,55.48,51.51,56.06,57.73,52.14,43.82,58.41,1
UG/02/BCA/2022/056,cse,BCA,dsa,47.86,48.47,63.39,56.1,56.94,60.65,44.37,43.98,63.28,61.14,46.54,44.51,1
UG/02/BCA/2022/057,cse,BCA,c,93.13,100.0,100.0,92.82,88.72,81.52,75.14,84.82,79.0,94.71,95.39,91.17,0
UG/02/BCA/2022/057,cse,BCA,math,99.59,88.39,90.52,77.41,87.27,92.82,83.32,97.63,86.68,84.85,91.41,97.27,0
UG/02/BCA/2022/057,cse,BCA,web-d,79.83,98.3,88.3,97.31,91.5,90.93,81.45,79.36,85.38,100.0,81.92,94.51,0
UG/02/BCA/2022/057,cse,BCA,dsa,100.0,99.62,89.92,96.82,95.81,89.25,84.01,95.0,87.73,80.65,84.97,100.0,0
UG/02/BCA/2022/058,cse,BCA,c,50.62,51.79,44.35,42.0,49.1,49.23,50.92,64.45,57.17,40.56,59.06,47.78,1
UG/02/BCA/2022/058,cse,BCA,math,66.44,64.84,63.23,48.03,60.42,57.63,61.47,39.79,60.47,61.73,45.6,55.54,1
UG/02/BCA/2022/058,cse,BCA,web-d,37.15,54.44,53.38,55.87,66.89,37.44,72.14,46.75,57.77,45.92,62.57,60.61,1
UG/02/BCA/2022/058,cse,BCA,dsa,52.08,48.37,48.71,45.45,55.79,47.08,49.09,54.9,57.76,60.4,36.26,37.21,1
UG/02/BCA/2022/059,cse,BCA,c,41.65,35.38,32.62,34.53,22.08,24.45,20.79,32.46,13.67,39.26,17.2,33.14,1
UG/02/BCA/2022/059,cse,BCA,math,22.46,36.06,19.4,35.44,43.9,18.74,36.16,42.87,37.75,31.85,17.32,31.95,1
UG/02/BCA/2022/059,cse,BCA,web-d,25.59,40.04,42.01,26.07,26.28,33.84,39.83,29.82,18.49,25.64,28.64,31.47,1
UG/02/BCA/2022/059,cse,BCA,dsa,19.64,37.2,17.98,17.49,26.13,12.44,16.17,33.79,33.94,28.98,36.59,42.92,1
UG/02/BCA/2022/060,cse,BCA,c,93.67,85.31,100.0,88.94,90.23,95.37,78.94,82.87,95.31,79.41,100.0,95.25,0
UG/02/BCA/2022/060,cse,BCA,math,84.82,91.38,97.95,100.0,77.7,98.52,93.62,100.0,90.03,93.81,88.11,90.78,0
UG/02/BCA/2022/060,cse,BCA,web-d,89.48,96.48,100.0,93.47,95.22,81.94,83.02,92.27,89.04,91.06,93.3,98.71,0
UG/02/BCA/2022/060,cse,BCA,dsa,83.41,97.18,85.86,98.36,89.05,92.56,96.52,94.99,81.35,80.0,89.2,91.37,0
UG/02/BCA/2022/061,cse,BCA,c,57.76,47.69,45.6,45.38,53.39,46.18,59.58,47.88,64.78,55.66,53.72,30.33,1
UG/02/BCA/2022/061,cse,BCA,math,55.41,56.67,60.23,50.08,64.4,36.17,53.36,45.2,65.94,71.74,53.04,54.93,1
UG/02/BCA/2022/061,cse,BCA,web-d,65.31,38.36,47.05,50.33,40.9,66.86,43.73,43.46,58.82,45.64,53.18,36.7,1
UG/02/BCA/2022/061,cse,BCA,dsa,58.05,65.72,51.05,40.92,58.78,55.01,53.82,59.98,64.13,65.72,61.96,50.62,1
UG/02/BCA/2022/062,cse,BCA,c,75.74,65.13,73.22,84.8,75.15,73.83,86.6,79.16,74.23,80.8,56.95,89.43,1
UG/02/BCA/2022/062,cse,BCA,math,69.71,66.98,86.4,68.86,82.46,72.18,75.17,74.24,67.99,77.84,80.65,71.35,1
UG/02/BCA/2022/062,cse,BCA,web-d,79.75,65.15,69.27,68.81,74.91,79.55,66.37,69.77,63.76,66.71,84.69,60.63,1
UG/02/BCA/2022/062,cse,BCA,dsa,69.22,67.86,82.15,89.29,64.29,71.43,72.28,74.63,75.52,70.62,72.1,77.96,1
UG/02/BCA/2022/063,cse,BCA,c,42.88,33.85,55.73,61.16,56.0,58.34,62.85,54.47,55.41,43.72,55.36,67.85,1
UG/02/BCA/2022/063,cse,BCA,math,67.81,39.24,40.3,57.85,29.82,48.88,48.35,52.74,34.72,57.54,44.68,55.27,1
UG/02/BCA/2022/063,cse,BCA,web-d,52.46,49.82,26.84,32.79,62.07,66.06,37.33,42.35,36.56,54.72,57.24,53.64,1
UG/02/BCA/2022/063,cse,BCA,dsa,49.37,70.57,50.24,62.67,52.45,46.96,65.51,63.41,45.42,35.59,39.59,49.33,1
UG/02/BCA/2022/064,cse,BCA,c,58.64,74.76,68.39,71.8,76.13,60.92,72.36,76.34,71.6,80.39,79.8,77.72,0
UG/02/BCA/2022/064,cse,BCA,math,74.06,84.09,76.86,73.55,70.73,71.99,76.62,59.28,69.37,85.82,83.25,96.4,0
UG/02/BCA/2022/064,cse,BCA,web-d,66.72,83.26,83.3,90.53,88.17,77.06,80.02,62.43,89.9,65.02,66.17,79.86,0
UG/02/BCA/2022/064,cse,BCA,dsa,86.49,71.6,67.51,76.77,73.25,68.71,86.57,82.13,83.66,71.68,80.41,88.71,0
UG/02/BCA/2022/065,cse,BCA,c,87.38,100.0,95.93,85.54,92.03,98.07,96.64,78.43,93.87,79.92,80.25,95.22,0
UG/02/BCA/2022/065,cse,BCA,math,99.78,78.16,85.16,92.06,92.46,83.75,100.0,83.6,96.73,93.22,90.93,86.69,0
UG/02/BCA/2022/065,cse,BCA,web-d,99.28,98.53,89.4,83.33,76.13,89.35,97.08,84.93,83.22,97.89,100.0,88.78,0
UG/02/BCA/2022/065,cse,BCA,dsa,96.17,96.93,86.7,84.97,79.06,86.55,82.8,95.53,88.28,98.87,87.84,80.24,0
UG/02/BCA/2022/066,cse,BCA,c,79.46,82.0,81.38,54.54,69.32,57.45,68.9,68.03,69.02,87.11,76.66,76.48,1
UG/02/BCA/2022/066,cse,BCA,math,69.25,74.31,78.71,69.63,93.54,67.47,82.38,75.72,80.03,80.32,75.67,73.59,1
UG/02/BCA/2022/066,cse,BCA,web-d,85.97,71.21,66.6,83.41,77.7,67.14,79.0,72.09,63.25,65.49,84.58,87.77,1
UG/02/BCA/2022/066,cse,BCA,dsa,68.9,75.22,87.99,68.91,60.76,73.93,60.68,75.78,60.48,74.73,77.92,74.67,1
UG/02/BCA/2022/067,cse,BCA,c,73.7,81.33,79.81,68.8,88.2,67.31,62.0,77.82,73.07,85.76,80.24,77.87,1
UG/02/BCA/2022/067,cse,BCA,math,66.68,92.36,75.01,77.76,80.79,75.35,81.06,86.83,69.96,67.88,67.6,72.8,1
UG/02/BCA/2022/067,cse,BCA,web-d,65.45,69.84,82.86,68.63,78.19,79.83,63.04,72.36,78.62,69.88,76.02,75.51,1
UG/02/BCA/2022/067,cse,BCA,dsa,64.19,83.31,65.35,65.42,75.09,70.65,58.09,83.34,68.53,81.45,64.5,77.34,1
UG/02/BCA/2022/068,cse,BCA,c,100.0,94.49,88.53,100.0,90.91,94.09,85.48,94.69,90.66,88.69,95.75,100.0,0
UG/02/BCA/2022/068,cse,BCA,math,96.58,95.17,100.0,87.49,93.09,81.61,95.63,86.12,83.83,78.05,88.3,90.46,0
UG/02/BCA/2022/068,cse,BCA,web-d,89.91,99.59,92.84,98.16,96.95,87.47,100.0,89.24,87.16,91.84,93.16,82.22,0
UG/02/BCA/2022/068,cse,BCA,dsa,78.58,98.6,81.84,81.9,86.4,97.59,100.0,96.08,100.0,92.23,89.29,88.83,0
UG/02/BCA/2022/069,cse,BCA,c,81.99,63.31,67.67,69.33,78.12,76.75,69.19,87.7,82.78,80.59,62.94,71.58,1
UG/02/BCA/2022/069,cse,BCA,math,70.59,80.52,68.55,69.36,79.56,80.03,61.65,78.99,76.66,86.36,71.53,68.2,1
UG/02/BCA/2022/069,cse,BCA,web-d,78.15,64.82,97.17,62.85,67.94,71.32,69.54,66.87,73.57,70.29,87.49,65.93,1
UG/02/BCA/2022/069,cse,BCA,dsa,82.74,65.31,69.67,80.29,83.32,68.63,63.62,90.0,79.25,89.99,84.38,81.2,1
UG/02/BCA/2022/070,cse,BCA,c,91.66,90.96,90.27,89.43,85.23,83.8,100.0,86.15,100.0,98.3,83.59,85.43,0
UG/02/BCA/2022/070,cse,BCA,math,90.16,85.73,86.9,99.28,90.69,89.18,100.0,98.54,100.0,89.31,71.05,91.62,0
UG/02/BCA/2022/070,cse,BCA,web-d,100.0,79.95,88.95,91.53,92.41,87.46,96.86,88.08,93.78,85.76,97.88,100.0,0
UG/02/BCA/2022/070,cse,BCA,dsa,91.15,93.61,100.0,84.35,76.87,79.58,100.0,92.95,96.74,99.98,93.7,97.29,0
UG/02/BCA/2022/071,cse,BCA,c,84.24,72.97,75.5,68.98,82.03,64.05,70.98,65.47,69.53,80.45,69.67,77.37,1
UG/02/BCA/2022/071,cse,BCA,math,76.75,82.85,72.11,64.45,88.09,72.2,75.01,82.0,90.27,70.98,68.62,68.6,1
UG/02/BCA/2022/071,cse,BCA,web-d,76.15,84.04,81.56,61.98,76.62,89.51,72.69,77.07,63.41,75.09,83.94,65.75,1
UG/02/BCA/2022/071,cse,BCA,dsa,81.32,71.03,77.97,81.32,71.04,63.72,84.38,65.68,64.09,69.98,60.4,61.91,1
UG/02/BCA/2022/072,cse,BCA,c,84.82,73.25,73.15,69.85,80.61,73.12,67.22,75.21,50.57,70.64,74.06,64.64,1
UG/02/BCA/2022/072,cse,BCA,math,78.25,76.18,74.58,73.89,67.11,67.2,70.79,72.61,75.68,76.54,91.96,65.95,1
UG/02/BCA/2022/072,cse,BCA,web-d,66.24,77.31,70.95,68.08,58.32,71.12,75.23,71.36,81.76,86.58,84.15,77.52,1
UG/02/BCA/2022/072,cse,BCA,dsa,67.4,73.07,67.8,78.07,77.67,79.79,83.48,71.9,76.67,60.37,79.61,88.72,1
UG/02/BCA/2022/073,cse,BCA,c,77.58,82.37,95.53,75.82,79.33,75.68,76.58,70.04,75.78,74.89,70.2,93.07,1
UG/02/BCA/2022/073,cse,BCA,math,59.32,63.02,85.47,70.91,79.11,75.09,80.99,64.76,73.57,76.73,65.17,69.23,1
UG/02/BCA/2022/073,cse,BCA,web-d,62.16,78.28,76.47,75.91,76.82,58.18,70.36,71.19,80.64,78.54,70.8,65.22,1
UG/02/BCA/2022/073,cse,BCA,dsa,71.47,70.02,65.97,83.56,83.98,71.52,76.81,84.9,85.23,73.13,65.62,72.8,1
UG/02/BCA/2022/074,cse,BCA,c,79.36,81.62,94.57,91.52,74.24,90.09,79.25,82.14,61.25,68.35,72.32,81.1,0
UG/02/BCA/2022/074,cse,BCA,math,74.05,74.25,62.84,81.07,78.75,63.18,84.49,82.16,69.91,70.25,79.2,74.5,0
UG/02/BCA/2022/074,cse,BCA,web-d,77.84,69.45,71.48,74.14,86.55,67.38,72.94,90.48,78.19,71.44,65.66,80.5,0
UG/02/BCA/2022/074,cse,BCA,dsa,80.39,69.58,71.63,59.15,87.72,87.43,62.22,77.04,72.61,69.28,71.44,87.64,0
UG/02/BCA/2022/075,cse,BCA,c,57.01,67.51,67.51,58.57,49.39,47.51,61.27,59.53,39.25,55.12,46.18,40.25,1
UG/02/BCA/2022/075,cse,BCA,math,62.03,54.41,36.51,63.04,55.17,47.83,71.42,41.99,67.23,61.17,45.39,48.12,1
UG/02/BCA/2022/075,cse,BCA,web-d,51.1,57.63,59.3,48.59,41.76,46.34,51.13,50.54,61.78,49.3,56.62,69.65,1
UG/02/BCA/2022/075,cse,BCA,dsa,51.33,65.31,61.78,47.24,51.18,51.08,48.78,35.64,63.07,49.75,42.42,57.66,1
UG/02/BCA/2022/076,cse,BCA,c,48.99,27.55,44.71,57.85,59.81,61.55,46.63,48.09,46.56,37.83,58.07,59.65,1
UG/02/BCA/2022/076,cse,BCA,math,61.05,62.89,54.79,46.62,39.74,47.16,52.77,58.69,51.99,54.18,39.69,47.64,1
UG/02/BCA/2022/076,cse,BCA,web-d,57.66,58.6,35.08,39.88,44.96,52.82,51.48,44.01,47.84,35.91,64.46,45.67,1
UG/02/BCA/2022/076,cse,BCA,dsa,59.8,48.47,37.04,45.02,69.78,63.19,46.41,32.06,74.17,62.42,62.99,48.89,1
UG/02/BCA/2022/077,cse,BCA,c,96.97,87.88,85.61,84.22,93.53,87.15,93.88,100.0,85.52,86.37,85.28,90.44,0
UG/02/BCA/2022/077,cse,BCA,math,94.95,91.02,80.23,92.79,96.05,86.95,97.57,91.57,100.0,100.0,93.13,92.01,0
UG/02/BCA/2022/077,cse,BCA,web-d,92.71,99.39,83.12,94.93,100.0,85.19,96.27,92.17,92.72,96.02,92.95,88.58,0
UG/02/BCA/2022/077,cse,BCA,dsa,94.14,96.18,88.62,85.52,89.65,91.53,88.55,95.78,95.74,91.57,92.94,100.0,0
UG/02/BCA/2022/078,cse,BCA,c,41.68,57.94,40.55,46.75,50.69,56.96,34.83,67.85,68.75,58.99,66.54,51.25,1
UG/02/BCA/2022/078,cse,BCA,math,59.02,48.19,48.03,43.35,36.44,48.47,48.55,38.62,65.45,57.07,39.91,46.37,1
UG/02/BCA/2022/078,cse,BCA,web-d,42.14,63.69,40.6,44.75,47.62,48.76,69.09,49.06,59.45,41.99,40.28,60.17,1
UG/02/BCA/2022/078,cse,BCA,dsa,52.48,59.52,40.75,41.39,59.44,46.79,49.86,56.13,68.68,54.98,62.51,66.62,1
UG/02/BCA/2022/079,cse,BCA,c,97.38,83.44,94.84,95.35,80.02,85.7,94.37,89.82,100.0,87.95,94.08,85.9,0
UG/02/BCA/2022/079,cse,BCA,math,85.29,97.7,99.36,94.04,99.11,98.85,90.86,97.82,85.03,84.85,84.13,87.91,0
UG/02/BCA/2022/079,cse,BCA,web-d,92.9,85.31,100.0,84.13,97.14,91.38,90.95,89.98,89.43,83.52,87.1,99.07,0
UG/02/BCA/2022/079,cse,BCA,dsa,85.79,96.97,87.41,83.73,82.7,93.0,100.0,92.88,88.11,100.0,97.34,83.15,0
UG/02/BCA/2022/080,cse,BCA,c,22.23,25.27,42.01,22.54,28.65,30.27,29.39,44.41,27.67,21.27,40.8,25.97,1
UG/02/BCA/2022/080,cse,BCA,math,41.07,28.93,32.06,21.34,32.4,26.84,29.87,35.08,33.83,39.86,31.37,14.39,1
UG/02/BCA/2022/080,cse,BCA,web-d,22.99,36.24,21.36,33.91,19.86,33.92,32.47,30.58,26.02,24.31,44.28,24.32,1
UG/02/BCA/2022/080,cse,BCA,dsa,34.67,37.45,16.61,22.53,30.87,34.24,35.04,32.63,33.4,34.28,30.04,17.04,1
UG/02/BCA/2022/081,cse,BCA,c,46.27,43.54,40.97,51.95,37.92,59.71,61.03,45.92,55.03,35.06,50.43,41.89,1
UG/02/BCA/2022/081,cse,BCA,math,42.68,51.64,49.11,45.66,54.77,40.13,41.87,41.63,47.84,49.94,39.19,60.81,1
UG/02/BCA/2022/081,cse,BCA,web-d,60.76,41.92,52.09,72.64,64.06,57.03,60.31,44.49,71.68,58.52,50.0,61.35,1
UG/02/BCA/2022/081,cse,BCA,dsa,41.91,43.96,66.5,58.4,61.83,44.48,38.48,66.49,55.15,57.63,45.2,67.05,1
UG/02/BCA/2022/082,cse,BCA,c,78.38,85.48,100.0,90.72,91.79,100.0,95.44,86.09,82.42,100.0,89.08,83.99,0
UG/02/BCA/2022/082,cse,BCA,math,100.0,89.15,91.43,89.79,90.72,80.2,95.48,90.22,91.73,98.27,87.65,88.53,0
UG/02/BCA/2022/082,cse,BCA,web-d,99.48,95.82,100.0,96.67,91.06,92.96,98.37,94.2,83.05,85.09,84.36,94.11,0
UG/02/BCA/2022/082,cse,BCA,dsa,100.0,95.68,89.06,100.0,98.4,90.41,100.0,88.18,79.33,88.87,99.69,91.56,0
UG/02/BCA/2022/083,cse,BCA,c,70.12,74.1,63.47,66.93,77.45,85.58,65.91,66.72,79.32,90.96,68.58,60.55,1
UG/02/BCA/2022/083,cse,BCA,math,71.48,65.04,66.02,74.9,64.63,86.29,76.71,63.03,71.08,85.73,78.39,71.07,1
UG/02/BCA/2022/083,cse,BCA,web-d,68.18,79.21,72.84,88.37,75.28,72.16,69.52,78.98,73.77,70.47,70.56,73.04,1
UG/02/BCA/2022/083,cse,BCA,dsa,71.4,85.8,68.92,66.05,75.63,78.28,76.63,73.58,80.68,87.4,82.87,77.41,1
UG/02/BCA/2022/084,cse,BCA,c,45.1,53.94,50.52,58.89,49.02,44.53,67.78,42.12,53.64,48.52,50.87,45.15,1
UG/02/BCA/2022/084,cse,BCA,math,53.96,56.93,50.3,52.75,56.21,38.97,47.33,65.77,54.04,45.37,38.86,53.15,1
UG/02/BCA/2022/084,cse,BCA,web-d,58.41,39.94,40.42,51.65,58.0,39.18,40.6,41.89,40.46,33.98,64.5,45.43,1
UG/02/BCA/2022/084,cse,BCA,dsa,38.75,54.32,55.26,63.87,44.24,58.33,43.33,54.27,68.07,38.94,53.79,46.14,1
UG/02/BCA/2022/085,cse,BCA,c,93.93,90.36,100.0,98.92,98.08,85.84,100.0,83.31,84.65,99.75,86.39,98.39,0
UG/02/BCA/2022/085,cse,BCA,math,93.59,82.92,89.97,94.89,87.01,78.09,98.76,95.68,87.6,100.0,91.79,95.44,0
UG/02/BCA/2022/085,cse,BCA,web-d,85.66,84.76,100.0,93.65,83.1,93.54,92.31,91.11,87.35,83.14,93.18,85.25,0
UG/02/BCA/2022/085,cse,BCA,dsa,86.27,98.77,96.1,93.63,100.0,98.62,89.92,97.16,88.68,100.0,88.75,87.02,0
UG/02/BCA/2022/086,cse,BCA,c,34.51,38.1,23.82,33.42,23.69,34.9,30.18,18.74,37.59,30.95,26.12,29.73,1
UG/02/BCA/2022/086,cse,BCA,math,18.88,33.25,23.77,25.73,22.89,22.15,26.73,48.61,31.04,37.39,31.3,29.45,1
UG/02/BCA/2022/086,cse,BCA,web-d,32.64,26.09,29.27,23.7,40.13,36.86,32.75,26.45,28.98,31.04,26.32,24.01,1
UG/02/BCA/2022/086,cse,BCA,dsa,27.75,36.87,25.32,41.86,17.71,22.0,24.75,22.07,43.36,28.8,27.55,29.22,1
UG/02/BCA/2022/087,cse,BCA,c,67.54,77.92,72.29,73.43,62.61,76.73,68.17,69.85,71.71,72.43,83.66,87.85,1
UG/02/BCA/2022/087,cse,BCA,math,62.8,80.15,93.74,75.23,73.22,74.15,81.24,82.0,69.14,69.99,83.63,60.85,1
UG/02/BCA/2022/087,cse,BCA,web-d,71.46,87.82,66.57,88.6,79.98,75.65,78.41,74.31,77.36,59.86,68.84,59.87,1
UG/02/BCA/2022/087,cse,BCA,dsa,59.05,91.8,63.99,66.58,71.03,68.65,77.79,70.39,66.55,79.12,72.35,66.52,1
UG/02/BCA/2022/088,cse,BCA,c,54.0,63.41,66.05,65.24,44.78,35.47,48.63,45.07,50.4,51.84,46.39,32.3,1
UG/02/BCA/2022/088,cse,BCA,math,68.27,41.07,69.68,48.43,45.55,57.36,55.34,47.33,58.35,52.04,57.91,50.02,1
UG/02/BCA/2022/088,cse,BCA,web-d,54.44,56.41,51.28,47.44,61.98,44.25,56.34,41.2,49.04,58.53,44.78,63.03,1
UG/02/BCA/2022/088,cse,BCA,dsa,48.07,43.58,72.27,47.93,52.76,68.01,47.46,50.66,56.02,39.1,40.26,35.94,1
UG/02/BCA/2022/089,cse,BCA,c,98.44,87.41,89.38,85.69,89.03,85.92,98.15,100.0,82.75,89.63,89.79,93.25,0
UG/02/BCA/2022/089,cse,BCA,math,90.58,100.0,83.56,90.55,100.0,98.81,95.29,96.58,86.35,95.14,94.45,78.95,0
UG/02/BCA/2022/089,cse,BCA,web-d,100.0,96.43,89.5,88.58,95.2,96.7,96.31,92.81,92.98,87.47,90.34,91.58,0
UG/02/BCA/2022/089,cse,BCA,dsa,93.95,93.59,90.55,92.54,88.66,89.1,87.01,92.95,98.16,95.28,85.64,100.0,0
UG/02/BCA/2022/090,cse,BCA,c,75.18,79.47,71.6,77.88,80.93,59.61,83.1,71.34,65.51,84.09,66.02,74.88,1
UG/02/BCA/2022/090,cse,BCA,math,67.22,76.48,71.33,70.83,55.99,81.31,58.33,84.81,73.01,61.84,87.25,85.74,1
UG/02/BCA/2022/090,cse,BCA,web-d,73.22,68.08,80.25,74.56,90.93,68.44,64.58,71.45,73.6,72.3,77.38,87.11,1
UG/02/BCA/2022/090,cse,BCA,dsa,75.04,61.55,82.98,71.84,66.62,75.06,69.12,61.09,79.93,79.05,65.03,90.28,1
UG/02/BCA/2022/091,cse,BCA,c,86.35,97.3,99.23,100.0,80.15,96.48,88.06,95.54,99.63,90.01,86.2,96.05,0
UG/02/BCA/2022/091,cse,BCA,math,87.43,87.73,88.5,93.55,84.07,80.18,88.91,90.51,100.0,75.85,100.0,89.14,0
UG/02/BCA/2022/091,cse,BCA,web-d,100.0,71.0,89.46,92.73,85.47,83.65,79.06,97.45,85.32,100.0,94.62,97.91,0
UG/02/BCA/2022/091,cse,BCA,dsa,95.33,100.0,87.96,86.94,93.51,95.8,89.16,86.88,98.31,98.93,92.99,96.52,0
UG/02/BCA/2022/092,cse,BCA,c,96.82,94.34,87.02,93.95,89.75,95.66,80.83,79.14,85.51,100.0,86.68,91.98,0
UG/02/BCA/2022/092,cse,BCA,math,88.81,80.9,100.0,86.92,93.56,82.54,96.05,100.0,81.25,94.66,100.0,99.01,0
UG/02/BCA/2022/092,cse,BCA,web-d,88.01,84.87,97.79,87.67,100.0,100.0,100.0,82.64,87.61,95.31,97.58,82.86,0
UG/02/BCA/2022/092,cse,BCA,dsa,88.04,100.0,88.45,100.0,100.0,80.8,97.92,92.62,89.14,81.15,92.79,94.33,0
UG/02/BCA/2022/093,cse,BCA,c,97.4,97.7,84.94,100.0,85.46,96.98,80.15,99.05,92.23,92.03,89.94,86.44,0
UG/02/BCA/2022/093,cse,BCA,math,96.19,76.35,93.11,87.36,92.73,97.85,98.3,100.0,71.4,93.77,86.55,100.0,0
UG/02/BCA/2022/093,cse,BCA,web-d,84.8,86.29,76.86,91.97,94.46,93.03,100.0,88.86,92.56,85.07,100.0,90.47,0
UG/02/BCA/2022/093,cse,BCA,dsa,100.0,100.0,99.4,89.95,94.78,89.83,90.34,96.21,97.1,100.0,92.54,85.2,0
UG/02/BCA/2022/094,cse,BCA,c,83.32,81.81,86.25,58.37,79.25,80.63,58.42,65.71,68.57,73.38,73.21,74.0,0
UG/02/BCA/2022/094,cse,BCA,math,83.87,78.22,72.39,69.35,85.31,75.71,75.79,78.63,86.74,75.32,73.4,80.54,0
